Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,G,A,P,PPG,PPA,PPP,SHG,SHA,SHP,Hit,BLK,PIM,FOW,FOL,SOG,#ERROR!,VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Kailer Yamamoto,27,UTA,RW,"$775,000",,,,60,52,10.63,1.78,0.39,12.8,8,10,18,2,3,5,0,0,0,38,18,13,26,43,55,-1,-915,678,-603,124,8479977,,52,52
Luke Kunin,28,FLA,"C,LW,RW","$775,000",,,,76,66,10.92,0.64,1.89,13.45,10,8,18,1,2,3,1,0,1,131,58,40,254,286,80,-12,-359,386,-47,227,8479316,,65.8,65.8
Marat Khusnutdinov,23,BOS,C,"$925,000",,,,70,60,10.53,0.64,1.05,12.21,7,11,18,1,2,3,0,1,1,40,33,15,109,123,48,-6,-962,686,-582,133,8482177,,59.8,59.8
Mathieu Joseph,28,STL,RW,"$2,950,000",,,,66,58,11.36,0.24,1.19,12.79,7,11,18,0,1,1,1,0,1,114,33,19,18,22,71,0,-689,594,-377,162,8478472,,58,58
Mattias Janmark,33,EDM,C,"$1,450,000",,,,78,68,11.34,0.09,1.63,13.06,6,12,18,0,0,0,1,1,2,37,28,25,73,98,54,-3,-937,680,-556,131,8477406,,70,67.5
Michael Eyssimont,29,BOS,"C,LW","$1,450,000",,,,77,66,10.55,0.32,0.03,10.9,9,8,17,1,1,2,0,0,0,76,24,48,2,5,114,-1,-479,459,-158,200,8479591,,65.7,65.7
Miles Wood,30,CBJ,LW,"$2,500,000",,,,70,61,10.23,0.16,0.7,11.09,9,9,18,0,0,0,0,0,0,74,24,42,3,8,98,-2,-576,530,-255,181,8477425,,61.5,61.5
Morgan Barron,27,WPG,C,"$1,850,000",,,,77,68,9.24,0.18,1.53,10.95,10,8,18,0,1,1,2,0,2,113,38,16,212,154,81,2,-735,614,-354,211,8480289,,67.6,67.6
Nathan Walker,31,STL,LW,"$775,000",,,,72,63,10.95,0.15,0.8,11.9,8,9,17,0,0,0,0,1,1,207,48,31,61,62,60,0,-419,426,-98,192,8477573,,63.2,63.2
Nick Blankenburg,27,NSH,D,"$775,000",,,,62,54,15.73,1.13,2.05,18.92,5,13,18,1,5,6,0,0,0,55,70,17,0,0,69,1,-444,445,-343,161,8483565,,53.7,53.7
Oskar Back,25,DAL,C,"$825,000",,,,75,66,10.32,0.1,1.5,11.92,6,11,17,0,0,0,0,1,1,25,33,9,86,71,49,-1,-1095,700,-715,122,8480840,,71,65.9
Parker Kelly,26,COL,"C,LW","$825,000",,,,80,69,10.01,0.19,2.04,12.24,8,10,18,0,1,1,1,1,2,161,55,27,173,203,79,-1,-451,448,-131,215,8480448,,69.3,69.3
Radek Faksa,32,DAL,C,"$2,000,000",,,,78,68,10.8,0.18,1.61,12.58,8,9,17,0,1,1,0,1,1,101,46,21,342,280,60,-4,-764,627,-384,207,8476889,,68.5,68.5
Rasmus Ristolainen,31,PHI,D,"$5,100,000",,,,65,57,17.33,0.99,1.66,19.98,4,13,17,1,4,5,0,1,1,87,90,15,0,0,86,5,-327,367,-226,189,8477499,,57,57.9
Simon Nemec,21,NJD,D,"$918,333",,,,77,68,14.64,0.61,0.55,15.81,4,14,18,0,2,2,0,0,0,10,80,28,0,0,70,-8,-474,457,-373,150,8483495,,67.6,67.6
Will Borgen,29,NYR,D,"$4,100,000",,,,82,71,16.07,0.09,1.44,17.6,3,15,18,0,0,0,0,0,0,110,94,29,0,0,70,-2,-250,317,-149,181,8478840,,71,71
Yakov Trenin,29,MIN,C,"$3,500,000",,,,76,66,11.91,0.15,1.25,13.31,9,8,17,0,0,0,1,0,1,233,32,29,30,56,89,-2,-423,431,-43,210,8478508,,65.8,65.8
A.J. Greer,29,FLA,LW,"$850,000",,,,80,69,8.66,0.17,0.38,9.21,8,9,17,0,1,1,0,0,0,169,28,58,8,22,65,1,-325,364,-4,184,8478421,,69.3,69.3
Adam Klapka,25,CGY,RW,"$1,250,000",,,,58,50,9.5,0.46,0,9.95,9,8,17,1,1,2,0,0,0,168,31,23,5,18,63,0,-567,527,-255,167,8483609,,50.2,50.2
Alexandre Texier,26,STL,"LW,RW","$2,100,000",,,,51,45,11.14,0.69,0.44,12.27,7,10,17,1,2,3,0,0,0,28,17,14,4,2,61,-3,-963,687,-650,119,8480074,,44.8,44.8
Brennan Othmann,23,NYR,LW,"$863,333",,,,65,56,10.07,0.33,0,10.4,7,10,17,1,1,2,0,0,0,101,20,7,0,7,63,0,-876,670,-555,136,8482747,,56.3,56.3
Casey Cizikas,34,NYI,"C,LW","$2,500,000",,,,80,71,10.97,0.13,1.06,12.16,7,10,17,0,0,0,1,0,1,169,56,25,268,332,73,-8,-492,471,-172,214,8475231,,71.2,71.2
Egor Zamula,25,PHI,D,"$1,700,000",,,,71,63,14.82,0.64,0.45,15.91,3,14,17,0,2,2,0,0,0,22,81,16,0,0,43,3,-617,556,-516,126,8481178,,63.2,63.2
Garnet Hathaway,34,PHI,RW,"$2,400,000",,,,80,71,9.48,0.11,1.41,11,8,8,16,0,0,0,1,0,1,256,61,49,13,6,68,-1,-130,256,183,216,8477903,,71.2,71.2
Isac Lundestrom,26,CBJ,C,"$1,300,000",,,,74,65,10.89,0.24,2.16,13.29,6,10,16,0,1,1,1,0,1,39,46,8,318,307,50,-5,-1034,696,-654,163,8480806,,65,65
Jamie Oleksiak,33,SEA,D,"$4,600,000",,,,82,72,15.98,0.07,2.52,18.57,4,13,17,0,0,0,0,1,1,74,131,27,0,0,72,1,-232,307,-131,188,8476467,,72,72
Jeff Petry,38,FLA,D,"$775,000",,,,73,63,15.34,0.57,1.1,17.01,2,14,16,0,3,3,0,0,0,70,90,22,0,0,53,-7,-429,437,-328,146,8473507,,63.2,63.2
John Beecher,24,BOS,C,"$900,000",,,,76,65,9.93,0.13,1.57,11.64,8,8,16,0,0,0,0,1,1,91,52,21,205,186,51,-5,-814,649,-434,170,8481556,,64.9,64.9
Justin Barron,24,NSH,D,"$1,150,000",,,,65,56,15.16,0.44,0.86,16.45,5,12,17,0,2,2,0,0,0,54,69,17,0,0,56,0,-546,506,-445,141,8482111,,56.3,56.3
Justin Kirkland,29,CGY,C,"$875,000",,,,74,64,8.21,0.01,1.17,9.39,7,10,17,0,0,0,1,0,1,111,38,15,154,156,47,-1,-860,665,-480,156,8477993,,64.1,64.1
Kevin Bahl,25,CGY,D,"$5,350,000",,,,77,67,17.5,0.11,2.49,20.11,3,14,17,0,1,1,0,1,1,84,96,40,0,0,65,-1,-224,302,-124,176,8480860,,66.7,66.7
Lian Bichsel,21,DAL,D,"$918,333",,,,75,66,14.43,0.04,0.55,15.02,5,11,16,0,0,0,0,0,0,240,57,47,0,0,63,-1,1,195,102,199,8483425,,65.9,65.9
Mark Kastelic,26,BOS,"C,RW","$1,566,667",,,,72,61,10.03,0.23,0.68,10.94,8,8,16,0,1,1,0,0,0,173,45,62,185,147,70,-2,-230,306,83,227,8480355,,61.5,61.5
Mikey Anderson,26,LAK,D,"$4,125,000",,,,77,67,18.13,0.09,2.99,21.21,4,13,17,0,0,0,0,1,1,94,109,20,0,0,72,11,-313,356,-212,186,8479998,,66.7,66.7
Mitchell Chaffee,28,TBL,RW,"$800,000",,,,66,58,10.16,1,0.02,11.18,9,8,17,2,2,4,0,0,0,136,23,14,5,11,58,-3,-711,606,-399,149,8482070,,58,58
Nick Seeler,32,PHI,D,"$2,700,000",,,,78,69,16.25,0.06,1.85,18.16,3,14,17,0,0,0,0,1,1,120,168,44,0,0,80,8,121,154,222,232,8476372,,69.4,69.4
Noel Acciari,34,PIT,"C,RW","$2,000,000",,,,78,68,11.31,0.11,2.2,13.62,8,8,16,0,0,0,0,1,1,151,87,13,289,214,68,-4,-541,501,-228,229,8478569,,67.5,67.5
Ryan Lindgren,27,SEA,D,"$4,500,000",,,,74,65,17.02,0.05,2.3,19.37,3,13,16,0,0,0,0,1,1,63,104,41,0,0,55,-1,-285,338,-184,162,8479324,,65,65
Trevor van Riemsdyk,34,WSH,D,"$3,000,000",,,,80,70,15.23,0.07,1.51,16.81,3,14,17,0,0,0,0,0,0,11,107,22,0,0,63,7,-495,474,-395,154,8477845,,70.2,70.2
Wyatt Kaiser,23,CHI,D,$1,,,,74,65,16.99,0.06,1.71,18.76,4,13,17,0,0,0,0,0,0,60,91,27,0,0,68,-2,-392,405,-291,163,8482176,,65,65
Adam Edstrom,25,NYR,C,"$975,000",,,,72,62,9.73,0.11,0.02,9.86,8,8,16,0,0,0,0,0,0,121,40,21,0,2,52,-1,-788,639,-408,143,8481726,,62.3,62.3
Adam Wilsby,25,NSH,D,"$775,000",,,,64,55,16.88,0.05,1.53,18.47,4,12,16,0,0,0,0,1,1,39,58,18,0,0,72,3,-612,551,-512,144,8482482,,70,55.4
David Jiricek,22,MIN,D,"$918,333",,,,74,64,14.26,0.11,0.19,14.56,2,13,15,0,0,0,0,0,0,25,60,26,0,0,58,-3,-626,560,-525,126,8483460,,64.1,64.1
Dylan Samberg,27,WPG,D,"$5,750,000",,,,63,55,17.98,0.11,2.26,20.35,3,12,15,0,0,0,0,1,1,50,99,26,0,0,75,10,-414,420,-313,171,8480049,,61,55.3
Erik Cernak,28,TBL,D,"$5,200,000",,,,74,65,16.16,0.05,2.54,18.76,3,13,16,0,0,0,1,0,1,125,100,42,0,0,53,7,-168,274,-67,179,8478416,,65,65
Erik Gudbranson,34,CBJ,D,"$4,000,000",,,,79,69,14.38,0.11,2.62,17.11,2,13,15,0,1,1,0,1,1,86,93,35,0,0,59,-5,-315,359,-214,160,8475790,,71,69.4
Ian Cole,36,UTA,D,"$2,800,000",,,,81,70,16.3,0.05,2.94,19.29,3,13,16,0,0,0,0,1,1,83,152,46,0,0,54,10,-60,228,40,194,8474013,,70.1,70.1
Joel Kiviranta,29,COL,LW,"$1,250,000",,,,74,64,10.35,0.17,1.35,11.86,9,7,16,0,0,0,1,0,1,98,33,16,21,11,62,3,-810,646,-489,148,8481641,,67,64.1
Mario Ferraro,27,SJS,D,"$3,250,000",,,,78,68,18.26,0.13,2.83,21.21,4,11,15,0,1,1,0,1,1,117,129,32,0,0,78,-17,-116,248,-15,194,8479983,,68.5,68.5
Nathan Bastian,28,DAL,RW,"$775,000",,,,75,66,9.12,0.29,0.61,10.02,7,8,15,1,1,2,0,0,0,145,32,26,6,12,59,-4,-634,565,-321,153,8479414,,65.9,65.9
Nick Leddy,34,SJS,D,"$4,000,000",,,,78,68,16.94,0.1,1.22,18.25,2,14,16,0,0,0,0,0,0,18,75,14,0,0,41,-4,-708,604,-608,110,8475181,,70,68.5
Nils Lundkvist,25,DAL,D,"$1,250,000",,,,71,62,14.85,0.34,0.05,15.25,3,13,16,0,2,2,0,0,0,38,58,23,0,0,79,2,-537,498,-437,154,8480878,,65,62.3
Radko Gudas,35,ANA,D,"$4,000,000",,,,78,69,15.87,0.04,2.43,18.34,2,13,15,0,0,0,0,1,1,211,133,63,0,0,77,-6,305,106,405,236,8475462,,72,69.4
Sam Malinski,27,COL,D,"$1,400,000",,,,72,62,14.73,0.24,0.29,15.26,4,12,16,0,1,1,0,0,0,35,70,14,0,0,88,4,-566,523,-465,162,8484258,,62.3,62.3
Zach Aston-Reese,31,CBJ,C,"$875,000",,,,74,65,10.8,0.02,1.14,11.96,7,9,16,0,0,0,1,0,1,149,42,18,2,40,71,-1,-710,605,-329,162,8479944,,65,65
Andrew Peeke,27,BOS,D,"$2,750,000",,,,73,62,16.14,0.08,2.05,18.26,3,11,14,0,0,0,0,1,1,89,121,14,0,0,67,-4,-392,407,-292,167,8479369,,62.3,62.3
Chris Tanev,36,TOR,D,"$4,500,000",,,,74,64,16.38,0.06,2.45,18.89,2,13,15,0,0,0,0,0,0,21,132,16,0,0,40,12,-529,492,-428,140,8475690,,70,64.1
Cole Koepke,27,WPG,LW,"$1,000,000",,,,69,61,9.45,0.05,0.88,10.38,7,7,14,0,0,0,0,1,1,142,23,13,0,1,56,-3,-825,653,-504,135,8481043,,60.6,60.6
Cole Schwindt,24,FLA,RW,"$825,000",,,,64,55,9.21,0.1,0.27,9.58,5,9,14,0,0,0,0,0,0,52,22,4,123,160,48,0,-1096,701,-784,115,8481655,,55.4,55.4
Declan Chisholm,26,WSH,D,"$1,600,000",,,,65,57,15.37,1,0.25,16.62,3,12,15,1,3,4,0,0,0,26,61,13,0,0,53,-2,-675,589,-575,122,8480990,,57.1,57.1
Guillaume Brisebois,28,VAN,D,"$875,000",,,,74,64,14.79,0.21,1.88,16.88,3,12,15,0,1,1,0,1,1,32,92,16,0,0,59,-1,-571,529,-471,140,8478465,,69,64.1
Jonas Siegenthaler,28,NJD,D,"$3,400,000",,,,80,70,17.17,0.06,2.03,19.26,3,12,15,0,0,0,0,1,1,74,114,36,0,0,63,10,-268,329,-167,177,8478399,,70.2,70.2
Nico Sturm,30,MIN,C,"$2,000,000",,,,72,60,9.57,0.17,1.39,11.12,7,8,15,0,0,0,0,1,1,92,32,12,268,181,58,-6,-946,683,-566,177,8481477,,60,62.3
Olli Maatta,31,UTA,D,"$3,500,000",,,,75,65,14.92,0.06,1.2,16.19,3,12,15,0,0,0,0,0,0,19,84,9,0,0,44,4,-723,609,-622,117,8476874,,64.9,64.9
Sam Lafferty,30,CHI,"C,RW","$2,000,000",,,,73,64,9.41,0.17,0.49,10.07,6,8,14,0,0,0,0,1,1,97,21,21,81,96,51,-7,-867,669,-554,130,8478043,,64.1,64.1
Steven Lorentz,29,TOR,"LW,RW","$1,350,000",,,,75,65,9.11,0.13,0.98,10.22,6,9,15,0,0,0,0,1,1,150,39,10,47,51,59,-1,-756,624,-443,153,8478904,,64.9,64.9
Ty Dellandrea,25,SJS,C,"$1,300,000",,,,69,61,10.77,0.23,1.63,12.63,5,9,14,0,1,1,1,0,1,138,35,33,247,220,56,-9,-695,597,-314,185,8480848,,60.6,60.6
Tye Kartye,24,SEA,LW,"$1,250,000",,,,69,61,9.9,0.11,0.65,10.65,7,8,15,0,0,0,0,1,1,175,25,26,6,12,60,-2,-627,561,-306,157,8481789,,60.6,60.6
Zach Whitecloud,29,VGK,D,"$2,750,000",,,,76,67,16.35,0.04,1.31,17.7,3,12,15,0,0,0,0,0,0,114,97,30,0,0,60,5,-292,343,-191,172,8480727,,66.7,66.7
Adam Erne,30,DAL,LW,"$875,000",,,,74,65,8.95,0,0.43,9.39,6,8,14,0,0,0,0,0,0,194,29,15,15,13,42,-1,-719,608,-398,141,8477454,,65,65
Barclay Goodrow,32,SJS,C,"$3,641,667",,,,77,68,10.47,0.42,2,12.89,6,8,14,1,1,2,1,0,1,121,58,42,89,89,59,-13,-566,522,-185,171,8476624,,67.6,67.6
Brandon Carlo,29,TOR,D,"$4,100,000",,,,80,69,16.84,0.05,2.54,19.43,3,10,13,0,0,0,0,1,1,69,113,31,0,0,71,5,-333,369,-232,173,8478443,,69.3,69.3
Colin Blackwell,32,DAL,C,"$775,000",,,,69,61,9.6,0.12,1.89,11.6,6,8,14,0,0,0,1,0,1,81,25,12,113,119,62,-3,-1000,690,-620,141,8476278,,60.6,60.6
Connor Clifton,30,PIT,D,"$3,333,333",,,,76,66,13.96,0.04,2.4,16.39,3,11,14,0,0,0,0,1,1,185,102,36,0,0,59,-6,-103,245,-3,187,8477365,,65.8,65.8
Curtis Lazar,30,EDM,C,"$775,000",,,,70,61,9.63,0.2,0.94,10.77,6,8,14,0,1,1,0,0,0,132,35,20,209,200,45,-3,-828,655,-448,164,8477508,,60.6,60.6
Dakota Mermis,32,TOR,D,"$875,000",,,,74,64,13.28,0.2,0.82,14.3,4,9,13,0,1,1,0,0,0,45,69,28,0,0,58,-3,-552,512,-451,135,8477541,,64.1,64.1
Emil Lilleberg,24,TBL,D,"$800,000",,,,73,64,14.23,0.04,0.85,15.11,2,11,13,0,0,0,0,0,0,100,59,61,0,0,46,-4,-263,325,-162,147,8482929,,64.1,64.1
Henri Jokiharju,26,BOS,D,"$3,000,000",,,,66,56,16.13,0.48,1.03,17.64,3,11,14,0,2,2,0,0,0,43,57,17,0,0,58,-1,-653,579,-552,127,8480035,,56.3,56.3
Ilya Lyubushkin,31,DAL,D,"$3,250,000",,,,78,68,14.84,0.04,2.18,17.06,2,11,13,0,0,0,0,1,1,87,115,32,0,0,44,0,-345,375,-244,152,8480950,,68.5,68.5
Joshua Roy,22,MTL,RW,"$835,000",,,,34,29,11.71,0.96,0.49,13.16,7,7,14,1,1,2,0,0,0,22,24,3,2,4,48,0,-1126,705,-813,97,8482749,,29.4,29.4
Kyle MacLean,26,NYI,C,"$775,000",,,,74,66,9.67,0.07,0.22,9.97,6,8,14,0,0,0,0,0,0,96,20,18,156,176,52,-5,-961,684,-580,141,8481237,,65.9,65.9
Milan Lucic,37,STL,LW,"$875,000",,,,74,56,10.81,0.1,0,10.91,6,8,14,0,0,0,0,0,0,125,12,21,12,15,48,-2,-852,662,-532,124,8473473,,56,65
Niko Mikkola,29,FLA,D,"$2,500,000",,,,78,68,17.47,0.12,1.87,19.46,4,10,14,0,1,1,0,1,1,93,86,47,0,0,84,9,-183,281,-82,195,8478859,,67.5,67.5
Noah Gregor,27,FLA,C,$1,,,,70,61,10.46,0.23,0.81,11.49,7,7,14,0,1,1,1,0,1,112,34,21,6,5,87,-8,-768,630,-388,164,8479393,,60.6,60.6
Patrik Laine,27,MTL,"LW,RW","$8,700,000",,,,72,23,11.47,2.81,0,14.28,7,7,14,3,2,5,0,0,0,11,12,6,10,11,48,-4,-1122,704,-809,94,8479339,,23,62.3
Spencer Stastney,26,NSH,D,"$825,000",,,,70,61,14.37,0.07,1.3,15.74,3,11,14,0,0,0,0,0,0,15,70,12,0,0,45,-1,-764,626,-663,109,8481056,,60.6,60.6
Ty Emberson,25,EDM,D,"$1,300,000",,,,74,64,13.89,0.06,1.68,15.64,2,11,13,0,0,0,0,0,0,100,82,14,0,0,56,2,-533,494,-432,144,8480834,,64.1,64.1
Tyler Pitlick,34,MIN,C,"$875,000",,,,74,64,9.7,0,0.24,9.95,5,8,13,0,0,0,0,0,0,157,30,10,4,14,52,-2,-886,672,-506,132,8475752,,64.1,64.1
Uvis Balinskis,29,FLA,D,"$850,000",,,,72,62,13.38,0.71,0.43,14.51,3,11,14,0,3,3,0,0,0,66,49,18,0,0,63,-1,-599,543,-498,136,8484304,,62.3,62.3
Victor Mancini,23,VAN,D,"$875,000",,,,74,64,14.06,0.11,0.19,14.36,3,11,14,0,0,0,0,0,0,76,77,18,0,0,55,-9,-550,510,-449,135,8483768,,68,64.1
Zemgus Girgensons,32,TBL,"LW,RW","$850,000",,,,80,70,10.12,0.09,1.39,11.6,7,7,14,0,0,0,0,1,1,139,40,22,85,91,73,-4,-663,584,-351,173,8476878,,70.2,70.2
Carson Soucy,31,NYR,D,"$3,250,000",,,,75,65,14.69,0.21,1.73,16.64,3,10,13,0,1,1,0,0,0,87,84,29,0,0,61,-2,-410,418,-309,154,8477369,,64.9,64.9
Colin Miller,33,WPG,D,"$1,500,000",,,,65,57,13.53,0.41,0.31,14.24,3,10,13,0,2,2,0,0,0,73,44,28,0,0,65,2,-547,508,-446,141,8476525,,57.1,57.1
Connor Murphy,32,CHI,D,"$4,400,000",,,,78,68,15.85,0.07,2.6,18.52,3,10,13,0,0,0,0,1,1,92,134,37,0,0,72,-11,-173,277,-72,184,8476473,,68.5,68.5
Dennis Cholowski,27,NJD,D,"$775,000",,,,53,47,11.81,1.23,0.02,13.06,3,9,12,0,3,3,0,0,0,8,41,10,0,0,39,-1,-886,673,-786,89,8479395,,46.5,46.5
Drew Helleson,24,ANA,D,"$1,100,000",,,,63,56,16.03,0.07,1.11,17.22,4,9,13,0,0,0,0,0,0,83,72,32,0,0,68,-11,-426,435,-325,151,8481563,,56.1,56.1
Jake Bean,27,CGY,D,"$1,750,000",,,,70,61,15.15,0.09,0.57,15.81,3,10,13,0,0,0,0,0,0,25,70,17,0,0,66,-4,-674,588,-573,129,8479402,,60.6,60.6
Joel Edmundson,32,LAK,D,"$3,850,000",,,,73,63,16.28,0.1,2.14,18.52,3,10,13,0,0,0,0,0,0,79,89,25,0,0,68,3,-439,442,-339,159,8476441,,63.2,63.2
Linus Karlsson,26,VAN,C,"$775,000",,,,42,36,9.81,0.9,0,10.71,6,7,13,1,1,2,0,0,0,42,14,6,2,11,42,1,-1192,710,-812,91,8481024,,36.4,36.4
Logan Stanley,27,WPG,D,"$1,250,000",,,,66,58,14.64,0.05,1.09,15.78,3,10,13,0,0,0,0,0,0,92,76,54,0,0,52,-1,-264,326,-163,155,8479378,,58,58
Mathew Dumba,31,PIT,D,"$3,750,000",,,,69,60,14.78,0.5,0.87,16.14,3,10,13,0,2,2,0,0,0,70,63,46,0,0,58,-6,-371,394,-270,146,8476856,,59.7,59.7
Mattias Samuelsson,25,BUF,D,"$4,285,714",,,,72,63,16.94,0.04,2.8,19.77,3,10,13,0,0,0,0,1,1,105,107,21,0,0,59,3,-382,399,-281,163,8480807,,63.2,63.2
Max Sasson,25,VAN,C,"$775,000",,,,46,40,10.3,0.1,0.03,10.42,6,6,12,0,0,0,0,0,0,23,19,3,53,105,40,-1,-1285,715,-904,83,8484136,,39.8,39.8
Nicolas Hague,27,NSH,D,"$5,500,000",,,,74,64,16.51,0.04,1.11,17.66,3,10,13,0,0,0,0,0,0,82,82,28,0,0,73,-3,-421,427,-320,161,8479980,,64.1,64.1
Nikita Nesterenko,24,ANA,C,"$787,500",,,,38,34,11.01,0.14,0.07,11.22,6,7,13,0,0,0,0,0,0,74,13,4,4,7,38,0,-1181,707,-801,92,8481754,,33.8,33.8
Ryan Shea,28,PIT,D,"$900,000",,,,70,61,16.47,0.09,1.66,18.22,3,10,13,0,0,0,0,0,0,33,83,18,0,0,43,-2,-660,581,-560,117,8478854,,60.6,60.6
Samuel Helenius,23,LAK,C,"$805,833",,,,60,52,8.99,0.11,0.48,9.58,6,6,12,0,0,0,0,0,0,163,19,19,120,156,39,-1,-879,671,-498,137,8482726,,52,52
Scott Mayfield,33,NYI,D,"$3,500,000",,,,68,61,15.91,0.04,1.9,17.85,2,11,13,0,0,0,0,1,1,65,106,46,0,0,52,1,-292,342,-191,157,8476429,,60.5,60.5
Urho Vaakanainen,27,NYR,D,"$1,550,000",,,,68,59,15.19,0.04,0.92,16.15,2,11,13,0,0,0,0,0,0,25,59,19,0,0,53,-1,-724,611,-623,114,8480001,,58.9,58.9
Albert Johansson,25,DET,D,"$1,125,000",,,,67,59,14.85,0.06,0.6,15.5,3,9,12,0,0,0,0,0,0,61,75,21,0,0,48,1,-609,549,-508,126,8481607,,58.8,58.8
Beck Malenstyn,27,BUF,LW,"$1,350,000",,,,75,66,9.11,0.03,1.9,11.04,5,7,12,0,0,0,0,1,1,178,58,17,12,15,63,-6,-635,567,-314,161,8479359,,65.9,65.9
Ben Hutton,32,VGK,D,"$975,000",,,,43,38,15.41,0.96,0.16,16.54,2,9,11,0,2,2,0,0,0,14,44,12,0,0,59,1,-837,658,-737,107,8477018,,37.8,37.8
Brayden Pachal,26,CGY,D,"$1,187,500",,,,73,63,12.88,0.04,1.11,14.03,2,8,10,0,0,0,0,1,1,124,66,45,0,0,56,-3,-339,371,-239,151,8481167,,63.2,63.2
Dylan McIlrath,33,WSH,D,"$875,000",,,,74,65,11.49,0.11,0.26,11.85,2,9,11,0,0,0,0,0,0,120,56,40,0,0,45,-2,-426,434,-325,136,8475795,,65,65
Jansen Harkins,28,ANA,C,"$787,500",,,,60,53,9.31,0.18,1.12,10.62,4,7,11,0,0,0,1,0,1,98,27,16,58,58,44,-4,-1020,693,-640,116,8478424,,53.4,53.4
Jayden Struble,24,MTL,D,"$1,412,500",,,,62,54,14.76,0.04,0.4,15.2,2,10,12,0,0,0,0,0,0,99,50,33,0,0,43,2,-530,493,-430,127,8481593,,53.7,53.7
Jeremy Lauzon,28,VGK,D,"$2,000,000",,,,78,68,15.46,0.07,2.31,17.83,3,8,11,0,0,0,0,0,0,280,86,68,0,0,68,-1,262,113,363,224,8478468,,68.5,68.5
Juuso Valimaki,27,UTA,D,"$2,000,000",,,,56,48,15.58,0.4,0.91,16.89,2,9,11,0,1,1,0,0,0,27,56,16,0,0,45,-1,-787,638,-686,102,8479976,,63,48.5
Kevin Rooney,32,UTA,C,$1,,,,70,61,7.37,0.16,1.84,9.36,6,6,12,0,0,0,0,1,1,92,34,9,154,167,45,-2,-1041,698,-661,133,8479291,,60.6,60.6
Michael Callahan,26,BOS,D,"$875,000",,,,74,63,13.37,0.05,0.89,14.31,3,9,12,0,0,0,0,0,0,28,64,17,0,0,46,-2,-745,619,-645,109,8480828,,63.2,63.2
Olle Lycksell,26,OTT,RW,"$775,000",,,,37,32,10.72,0.8,0,11.51,5,7,12,1,1,2,0,0,0,12,11,6,2,3,38,0,-1222,712,-909,76,8480245,,32,32
Parker Wotherspoon,28,PIT,D,"$1,000,000",,,,61,53,17.31,0.14,1.68,19.12,1,11,12,0,0,0,0,0,0,65,72,19,0,0,44,-1,-641,573,-540,119,8478450,,52.8,52.8
Travis Hamonic,35,DET,D,"$1,000,000",,,,70,61,14.71,0.06,1.59,16.36,3,9,12,0,0,0,0,0,0,64,91,28,0,0,74,-8,-442,444,-342,156,8474612,,61.5,61.5
Tyler Tucker,25,STL,D,"$925,000",,,,70,61,12.56,0.05,0.91,13.52,3,8,11,0,0,0,0,0,0,109,62,54,0,0,52,2,-303,351,-202,152,8481006,,61.5,61.5
Tyson Jost,27,NSH,C,"$775,000",,,,45,39,10.24,0.53,0.56,11.33,5,7,12,1,1,2,0,0,0,42,19,15,48,53,49,-2,-1111,702,-730,107,8479370,,39,39
Zach Bogosian,35,MIN,D,"$1,250,000",,,,76,66,13.72,0.04,1.61,15.37,2,9,11,0,0,0,0,0,0,72,73,32,0,0,63,1,-493,472,-393,144,8474567,,68,65.8
Ben Meyers,27,SEA,C,"$775,000",,,,58,51,9.63,0.03,0.39,10.04,5,6,11,0,0,0,0,0,0,66,15,9,108,104,38,-1,-1186,709,-806,104,8483570,,50.9,50.9
Caleb Jones,28,PIT,D,"$900,000",,,,56,48,13.58,0.33,0.46,14.37,2,9,11,0,1,1,0,0,0,55,58,14,0,0,40,-1,-750,621,-650,105,8478452,,48,48.5
Derek Forbort,33,VAN,D,"$2,000,000",,,,70,61,14.32,0.07,2.42,16.82,2,9,11,0,0,0,0,1,1,73,90,32,0,0,42,-2,-485,463,-385,131,8475762,,67,60.6
Jack St. Ivany,26,PIT,D,"$875,000",,,,74,64,13.8,0.02,2.29,16.11,2,9,11,0,0,0,0,0,0,107,82,26,0,0,53,-2,-463,456,-362,143,8481030,,64,64.1
Jacob Bernard-Docker,25,DET,D,"$875,000",,,,66,58,12.83,0.08,0.47,13.38,2,8,10,0,0,0,0,0,0,37,68,17,0,0,50,2,-740,616,-639,113,8480879,,58,58
Jonah Gadjovich,27,FLA,LW,"$775,000",,,,65,56,8.14,0.21,0.07,8.42,5,6,11,0,1,1,0,0,0,157,22,46,2,1,52,0,-590,535,-270,146,8479981,,69,56.3
Josh Mahura,27,SEA,D,"$907,500",,,,64,56,12.98,0.06,0.58,13.62,2,9,11,0,0,0,0,0,0,69,49,19,0,0,49,0,-705,601,-604,114,8479372,,56.2,56.2
Kaedan Korczak,25,VGK,D,"$825,000",,,,50,44,15.31,0.09,0.3,15.69,2,9,11,0,0,0,0,0,0,71,51,11,0,0,45,4,-765,628,-664,110,8481527,,43.9,43.9
Kyle Capobianco,28,DAL,D,"$875,000",,,,74,65,11.77,0,0,11.77,4,7,11,0,0,0,0,0,0,34,49,13,0,0,52,0,-809,644,-708,107,8478476,,65,65
